Company,Area,Skill,Count,% of Profiles
Google,Industry Knowledge,Financial Analysis,4,3%
Apple,Industry Knowledge,Financial Analysis,7,4%
Facebook,Industry Knowledge,Financial Analysis,28,8%
Facebook,other skills,Financial Econometrics,1,0%
Amazon,other skills,Financial Engineering,1,1%
Microsoft,Industry Knowledge,Financial Forecasting,2,1%
Google,Industry Knowledge,Financial Markets,2,1%
Facebook,other skills,Financial Markets,1,0%
Microsoft,Industry Knowledge,Financial Modeling,8,2%
Apple,Industry Knowledge,Financial Modeling,6,3%
Google,Industry Knowledge,Financial Modeling,6,4%
Amazon,Industry Knowledge,Financial Modeling,13,7%
Facebook,Industry Knowledge,Financial Modeling,38,11%
Microsoft,Industry Knowledge,Financial Modelling,1,0%
Facebook,Industry Knowledge,Financial Planning,1,0%
Facebook,Industry Knowledge,Financial Reporting,4,1%
Microsoft,Industry Knowledge,Financial Risk,1,0%
Amazon,Industry Knowledge,Financial Risk,3,2%
Facebook,Industry Knowledge,Financial Services,5,1%
Google,Industry Knowledge,Financial Services,1,1%
Amazon,other skills,Financial Statement Analysis,1,1%
Amazon,other skills,Financials,1,1%
Facebook,Industry Knowledge,Finite Element Analysis,1,0%
Microsoft,Industry Knowledge,Finite Element Analysis,1,0%
Amazon,Industry Knowledge,Finite Element Analysis,1,1%
Google,other skills,Finnish,2,1%
Amazon,other skills,FINRA,1,1%
Microsoft,Industry Knowledge,Fixed Income,1,0%
Facebook,Industry Knowledge,Fixed Income,5,1%
Google,Industry Knowledge,Fixed Income,2,1%
Facebook,Tools and Technologies,Flash,1,0%
Amazon,other skills,Flask,1,1%
Facebook,other skills,Flask,2,1%
Amazon,other skills,Flex,1,1%
Facebook,other skills,Flight Test,1,0%
Facebook,other skills,Fluid Dynamics,1,0%
Amazon,other skills,Fluid Dynamics,1,1%
Facebook,Industry Knowledge,Fluid Mechanics,1,0%
Microsoft,Industry Knowledge,Fluid Mechanics,1,0%
Amazon,Industry Knowledge,Fluid Mechanics,1,1%
Amazon,Tools and Technologies,Flume,1,1%
Microsoft,other skills,Fluorescence,1,0%
Amazon,Industry Knowledge,Fluorescence Microscopy,1,1%
Facebook,Industry Knowledge,Fluorescence Microscopy,2,1%
Google,Industry Knowledge,Fluorescence Microscopy,1,1%
Microsoft,Industry Knowledge,Fluorescence Microscopy,3,1%
Amazon,Industry Knowledge,FMCG,1,1%
Facebook,Industry Knowledge,FMEA,1,0%
Microsoft,Industry Knowledge,FMEA,1,0%
Facebook,other skills,fMRI,1,0%
Microsoft,other skills,fMRI,2,1%
Apple,Industry Knowledge,Forecasting,5,3%
Google,Industry Knowledge,Forecasting,4,3%
Microsoft,Industry Knowledge,Forecasting,14,4%
Facebook,Industry Knowledge,Forecasting,16,5%
Amazon,Industry Knowledge,Forecasting,11,6%
Microsoft,other skills,Forecasting,1,0%
Facebook,other skills,Forecasting Models,1,0%
Amazon,other skills,Foreign Languages,1,1%
Facebook,Industry Knowledge,Foreign Policy,1,0%
Microsoft,Industry Knowledge,Foreign Policy,1,0%
Facebook,other skills,Foreign Policy Analysis,1,0%
Microsoft,other skills,Formal Verification,1,0%
Apple,Tools and Technologies,Fortran,6,3%
Amazon,Tools and Technologies,Fortran,4,2%
Facebook,Tools and Technologies,Fortran,8,2%
Microsoft,Tools and Technologies,Fortran,7,2%
Amazon,Industry Knowledge,FPGA,1,1%
Facebook,Industry Knowledge,Fraud,1,0%
Facebook,other skills,Fraud Detection,3,1%
Facebook,Industry Knowledge,Fraud Investigations,1,0%
Microsoft,Industry Knowledge,Front office,1,0%
Facebook,other skills,FTIR,1,0%
Google,other skills,Functional Analysis,1,1%
Google,other skills,Functional Neuroimaging,1,1%
Microsoft,other skills,Functional Programming,1,0%
Facebook,other skills,Functional Programming,2,1%
Microsoft,Industry Knowledge,Functional Testing,1,0%
Facebook,interpersonal skills,Fundraising,1,0%
Amazon,interpersonal skills,Fundraising,1,1%
Google,interpersonal skills,Fundraising,2,1%
Microsoft,other skills,Fuzzy Logic,1,0%
Microsoft,other skills,Fuzzy logic,1,0%
Microsoft,other skills,Fuzzy Systems,1,0%
Microsoft,other skills,FX Derivatives,1,0%
Microsoft,Industry Knowledge,FX Options,2,1%
Google,other skills,FX Spot,1,1%
Facebook,Industry Knowledge,Game Design,1,0%
Microsoft,Industry Knowledge,Game Design,1,0%
Microsoft,other skills,Game Design Documents,1,0%
Microsoft,Industry Knowledge,Game Development,1,0%
Amazon,Industry Knowledge,Game Development,2,1%
Microsoft,other skills,Game Programming,1,0%
Microsoft,other skills,Game Testing,1,0%
Microsoft,other skills,Game Theory,1,0%
Amazon,other skills,Game Theory,2,1%
Facebook,other skills,Game Theory,4,1%
Microsoft,other skills,Gameplay Programming,1,0%
Microsoft,other skills,Gaming,1,0%
Microsoft,Industry Knowledge,Gaming Industry,1,0%
Facebook,other skills,Gamma Spectroscopy,1,0%
Facebook,other skills,GAMS,1,0%
Microsoft,other skills,GAMS,1,0%
Microsoft,other skills,Gauss,1,0%
Amazon,other skills,Gauss,1,1%
Microsoft,other skills,Gene Expression,2,1%
Microsoft,other skills,Generalized Linear Models (GLM),1,0%
Microsoft,other skills,Genetic Algorithms,1,0%
Amazon,other skills,Genetic Algorithms,2,1%
Facebook,other skills,Genetic Analysis,1,0%
Amazon,other skills,Genetic Analysis,1,1%
Amazon,Industry Knowledge,Genetics,1,1%
Google,Industry Knowledge,Genetics,1,1%
Microsoft,Industry Knowledge,Genetics,5,2%
Facebook,other skills,Genetics,1,0%
Amazon,Industry Knowledge,Genomics,1,1%
Google,Industry Knowledge,Genomics,1,1%
Microsoft,Industry Knowledge,Genomics,7,2%
Facebook,other skills,Genomics,1,0%
Microsoft,other skills,Genotyping,1,0%
Facebook,other skills,Geospatial Data,1,0%
Facebook,other skills,Geospatial Modeling,1,0%
Amazon,Industry Knowledge,Geotechnical Engineering,1,1%
Facebook,other skills,Gephi,1,0%
Amazon,other skills,Gephi,2,1%
Microsoft,other skills,Gestion de projet,2,1%
Amazon,Tools and Technologies,GIS,2,1%
Facebook,Tools and Technologies,GIS,3,1%
Google,Tools and Technologies,GIS,1,1%
Microsoft,other skills,GIS systems,1,0%
Google,Tools and Technologies,Git,6,4%
Facebook,Tools and Technologies,Git,16,5%
Microsoft,Tools and Technologies,Git,16,5%
Amazon,Tools and Technologies,Git,11,6%
Apple,Tools and Technologies,Git,15,8%
Amazon,Tools and Technologies,Github,1,1%
Facebook,Tools and Technologies,Github,4,1%
Microsoft,Tools and Technologies,Github,4,1%
Facebook,other skills,GLM,1,0%
Microsoft,other skills,Global Cross-Functional Team Leadership,1,0%
Facebook,Industry Knowledge,Global Health,1,0%
Amazon,other skills,GLPK,1,1%
Google,other skills,GLSL,1,1%
Microsoft,other skills,GNU Debugger,1,0%
Amazon,other skills,GNU Octave,1,1%
Microsoft,other skills,GNU Octave,3,1%
Microsoft,other skills,GNU Radio,1,0%
Google,other skills,Go,1,1%
Amazon,Tools and Technologies,Go,1,1%
Amazon,Tools and Technologies,GoodData,1,1%
Facebook,Tools and Technologies,Google Adwords,7,2%
Google,Tools and Technologies,Google Adwords,5,4%
Facebook,other skills,Google Adwords Professional,1,0%
Microsoft,Tools and Technologies,Google Analytics,2,1%
Facebook,Tools and Technologies,Google Analytics,8,2%
Amazon,Tools and Technologies,Google Analytics,5,3%
Google,Tools and Technologies,Google Analytics,9,6%
Google,other skills,Google API,1,1%
Google,other skills,Google App Engine,1,1%
Microsoft,Tools and Technologies,Google Apps,1,0%
Facebook,other skills,Google Apps Script,1,0%
Facebook,Tools and Technologies,Google BigQuery,1,0%
Microsoft,Tools and Technologies,Google Cloud Platform,1,0%
Facebook,Tools and Technologies,Google Docs,1,0%
Amazon,Tools and Technologies,Google Maps,1,1%
Google,other skills,Google Tag Manager,1,1%
Facebook,Tools and Technologies,Google Webmaster Tools,2,1%
Facebook,Industry Knowledge,Go-to-market Strategy,1,0%
Microsoft,Industry Knowledge,Go-to-market Strategy,3,1%
Google,Industry Knowledge,Go-to-market Strategy,3,2%
Facebook,other skills,Go-to-market Strategy,3,1%
Microsoft,other skills,Governance,1,0%
Facebook,Industry Knowledge,Government,1,0%
Microsoft,Industry Knowledge,Government,2,1%
Microsoft,other skills,Government Auditing,1,0%
Microsoft,other skills,GPU programming (CUDA),1,0%
Facebook,other skills,Gradient Boosting,1,0%
Facebook,Industry Knowledge,Grant Writing,4,1%
Google,Industry Knowledge,Grant Writing,1,1%
Microsoft,Industry Knowledge,Grant Writing,2,1%
Microsoft,other skills,Grants,1,0%
Microsoft,other skills,Graph Algorithm,1,0%
Google,other skills,Graph Theory,2,1%
Amazon,other skills,Graphical Models,1,1%
Facebook,other skills,Graphs,1,0%
Amazon,other skills,Grass Roots Campaigns,1,1%
Microsoft,other skills,Gravitational measurement,1,0%
Microsoft,other skills,Gravity,1,0%
Facebook,other skills,Greenplum,1,0%
Microsoft,other skills,Greenplum,1,0%
Microsoft,Industry Knowledge,Groundwater,1,0%
Microsoft,Tools and Technologies,GSM,1,0%
Google,Tools and Technologies,GSM,1,1%
Amazon,Industry Knowledge,Guitarist,1,1%
Amazon,other skills,GWT,1,1%
Facebook,other skills,Hadoo,1,0%
Google,Tools and Technologies,Hadoop,16,11%
Facebook,Tools and Technologies,Hadoop,41,12%
Microsoft,Tools and Technologies,Hadoop,48,14%
Amazon,Tools and Technologies,Hadoop,31,18%
Apple,Tools and Technologies,Hadoop,41,21%
Facebook,other skills,Hair braiding,1,0%
Amazon,other skills,Hard working,1,1%
Facebook,other skills,Hardware Analysis,1,0%
Amazon,Industry Knowledge,Hardware Architecture,1,1%
Microsoft,other skills,Hardware Engineering,1,0%
Microsoft,other skills,Hardware Security,1,0%
Amazon,other skills,Hardware Security,1,1%
Facebook,Tools and Technologies,HBase,1,0%
Amazon,Tools and Technologies,HBase,2,1%
Microsoft,Tools and Technologies,HBase,3,1%
Amazon,Tools and Technologies,HDFS,2,1%
Microsoft,Industry Knowledge,Health,1,0%
Facebook,other skills,Health Economics,1,0%
Google,Industry Knowledge,Healthcare,1,1%
Microsoft,Industry Knowledge,Healthcare,3,1%
Facebook,other skills,Healthcare,1,0%
Facebook,other skills,Healthcare Analytics,1,0%
Facebook,Industry Knowledge,Healthcare IT,1,0%
Microsoft,Industry Knowledge,Heat Transfer,1,0%
Facebook,other skills,Hebrew,2,1%
Microsoft,Industry Knowledge,Hedge Funds,1,0%
Facebook,Industry Knowledge,Hedge Funds,3,1%
Google,Industry Knowledge,Hedge Funds,1,1%
Microsoft,Industry Knowledge,Hedging,1,0%
Amazon,other skills,Heuristic Evaluation,1,1%
Facebook,other skills,Heuristics,1,0%
Microsoft,other skills,Heuristics,1,0%
Facebook,Tools and Technologies,Hibernate,1,0%
Google,Tools and Technologies,Hibernate,1,1%
Microsoft,Tools and Technologies,Hibernate,3,1%
Google,other skills,Hierarchical Bayesian Modeling,1,1%
Amazon,other skills,Hierarchical clustering,1,1%
Microsoft,other skills,High Frequency Trading,1,0%
Facebook,other skills,High Performance Computing,4,1%
Google,other skills,High Performance Computing,1,1%
Amazon,other skills,High Performance Computing,3,2%
Microsoft,other skills,High Performance Computing,12,4%
Microsoft,other skills,High Performance Computing (HPC),1,0%
Facebook,Industry Knowledge,Higher Education,3,1%
Google,Industry Knowledge,Higher Education,1,1%
Amazon,Industry Knowledge,Higher Education,4,2%
Microsoft,Industry Knowledge,Higher Education,6,2%
Apple,Industry Knowledge,Higher Education,6,3%
Facebook,other skills,Highly detail oriented,1,0%
Facebook,Industry Knowledge,Hiring,1,0%
Facebook,Industry Knowledge,History,1,0%
Microsoft,other skills,Hive,13,4%
Facebook,other skills,Hive,18,5%
Google,other skills,Hive,7,5%
Apple,Other Skills,Hive,17,9%
Amazon,other skills,Hive,17,10%
Google,other skills,Home Automation,1,1%
Microsoft,Industry Knowledge,Hospitals,1,0%
Facebook,Industry Knowledge,Hotels,2,1%
Microsoft,Tools and Technologies,HP Quality Center,1,0%
Apple,Tools and Technologies,HTML,11,6%
Google,Tools and Technologies,HTML,9,6%
Microsoft,Tools and Technologies,HTML,29,9%
Facebook,Tools and Technologies,HTML,37,11%
Amazon,Tools and Technologies,HTML,25,14%
Google,other skills,Human Behaviour Analysis,1,1%
Facebook,Industry Knowledge,Human Computer Interaction,1,0%
Microsoft,Industry Knowledge,Human Computer Interaction,1,0%
Amazon,Industry Knowledge,Human Computer Interaction,1,1%
Amazon,other skills,Human Factors,1,1%
Microsoft,other skills,Human Factors Engineering,1,0%
Google,other skills,Human Factors Engineering,1,1%
Facebook,other skills,Human Resource Planning,1,0%
Facebook,other skills,Humor Writing,1,0%
Facebook,other skills,Humorist,1,0%
Google,other skills,HVAC,1,1%
Microsoft,other skills,Hybridoma,1,0%
Amazon,other skills,Hypothesis Testing,2,1%
Facebook,other skills,Hypothesis Testing,2,1%
Microsoft,other skills,Hypothesis Testing,2,1%
Facebook,Tools and Technologies,IBM AIX,1,0%
Microsoft,Tools and Technologies,IBM AIX,1,0%
Microsoft,Tools and Technologies,IBM DB2,1,0%
Google,other skills,IBM Websphere Commerce,1,1%
Facebook,Industry Knowledge,IC,1,0%
Microsoft,other skills,ICC,1,0%
Microsoft,other skills,IDEAL,1,0%
Facebook,other skills,Identity Theft,1,0%
Facebook,other skills,IDL,1,0%
Microsoft,other skills,IDL,1,0%
Facebook,other skills,IDL programming,1,0%
Microsoft,other skills,ILOG,1,0%
Facebook,other skills,Image Analysis,1,0%
Amazon,other skills,Image Analysis,1,1%
Microsoft,other skills,Image Analysis,2,1%
Facebook,Industry Knowledge,Image Editing,1,0%
Facebook,Industry Knowledge,Image Manipulation,1,0%
Google,Industry Knowledge,Image Processing,1,1%
Facebook,Industry Knowledge,Image Processing,11,3%
Apple,Industry Knowledge,Image Processing,8,4%
Microsoft,Industry Knowledge,Image Processing,17,5%
Amazon,Industry Knowledge,Image Processing,12,7%
Amazon,other skills,ImageJ,2,1%
Amazon,Industry Knowledge,Imaging,1,1%
Microsoft,Industry Knowledge,Immunology,1,0%
Amazon,other skills,in Vivo Electrophysiology,1,1%
Microsoft,other skills,Indexing,1,0%
Amazon,Industry Knowledge,Industrial Engineering,1,1%
Facebook,Industry Knowledge,Industrial Engineering,2,1%
Microsoft,Industry Knowledge,Industrial Engineering,3,1%
Facebook,Industry Knowledge,Infectious Diseases,1,0%
Microsoft,other skills,Influencing Stakeholders,1,0%
Facebook,Tools and Technologies,Informatica,3,1%
Microsoft,Tools and Technologies,Informatica,2,1%
Amazon,Tools and Technologies,Informatica,7,4%
Facebook,Industry Knowledge,Information Architecture,1,0%
Microsoft,Industry Knowledge,Information Architecture,1,0%
Facebook,other skills,Information Extraction,1,0%
Google,other skills,Information Extraction,2,1%
Microsoft,other skills,Information Extraction,4,1%
Amazon,other skills,Information Retrieval,1,1%
Facebook,other skills,Information Retrieval,2,1%
Google,other skills,Information Retrieval,6,4%
Apple,Other Skills,Information Retrieval,9,5%
Microsoft,other skills,Information Retrieval,15,5%
Microsoft,Industry Knowledge,Information Security,3,1%
Facebook,Industry Knowledge,Information Security Management,1,0%
Microsoft,Industry Knowledge,Information Security Management,1,0%
Google,Industry Knowledge,Information Security Management,1,1%
Facebook,Industry Knowledge,Information Technology,2,1%
Microsoft,Industry Knowledge,Information Technology,3,1%
Microsoft,other skills,Information Theory,1,0%
Facebook,other skills,Information Theory,2,1%
Google,other skills,Information Theory,1,1%
Amazon,other skills,Information Visualization,1,1%
Microsoft,other skills,Information Visualization,2,1%
Facebook,other skills,Infrastructure Business,1,0%
Google,other skills,Ingeniería de software,1,1%
Microsoft,other skills,Innovation,1,0%
Amazon,other skills,Innovation,1,1%
Amazon,other skills,Inorganic Chemistry,1,1%
Facebook,other skills,Inquiry-based Learning,1,0%
Facebook,Tools and Technologies,Instagram,1,0%
Facebook,Industry Knowledge,Instructional Design,1,0%
Facebook,other skills,Integer Programming,3,1%
Amazon,Industry Knowledge,Integration,2,1%
Facebook,Industry Knowledge,Integration,7,2%
Google,Industry Knowledge,Integration,3,2%
Microsoft,Industry Knowledge,Integration,10,3%
Microsoft,Industry Knowledge,Intellectual Property,1,0%
Amazon,Industry Knowledge,Intellectual Property,1,1%
Facebook,Industry Knowledge,Intellectual Property,2,1%
Microsoft,other skills,IntelliJ IDEA,1,0%
Facebook,Industry Knowledge,Interaction Design,1,0%
Facebook,other skills,Interactive Dashboard,1,0%
Microsoft,interpersonal skills,Intercultural Communication,1,0%
Microsoft,other skills,Intercultural Skills,1,0%
Facebook,other skills,Interest Rate Derivatives,1,0%
Microsoft,other skills,Interest Rate Derivatives,1,0%
Google,other skills,Interest Rates,1,1%
Facebook,other skills,Intermediate Programming,1,0%
Facebook,Industry Knowledge,Internal Audit,1,0%
Microsoft,Industry Knowledge,Internal Audit,1,0%
Amazon,Industry Knowledge,International Business,1,1%
Google,Industry Knowledge,International Business,1,1%
Facebook,other skills,International Business,1,0%
Microsoft,Industry Knowledge,International Development,1,0%
Facebook,Industry Knowledge,International Development,2,1%
Facebook,other skills,International Economics,2,1%
Amazon,Industry Knowledge,International Logistics,1,1%
Amazon,other skills,International M&A,1,1%
Amazon,Industry Knowledge,International Relations,1,1%
Facebook,Industry Knowledge,International Relations,2,1%
Microsoft,Industry Knowledge,International Relations,2,1%
Microsoft,Industry Knowledge,Internet Protocol (IP),1,0%
Facebook,Industry Knowledge,Internet Protocol (IP),2,1%
Google,Industry Knowledge,Internet Protocol (IP),1,1%
Google,Industry Knowledge,Internet Protocol Suite (TCP/IP),1,1%
Facebook,Industry Knowledge,Internet Recruiting,1,0%
Amazon,Industry Knowledge,Internet Research,1,1%
Facebook,interpersonal skills,Interviews,1,0%
Amazon,interpersonal skills,Interviews,1,1%
Facebook,other skills,Invention,1,0%
Amazon,other skills,Inventory Analysis,1,1%
Facebook,Industry Knowledge,Inventory Management,1,0%
Microsoft,Industry Knowledge,Inventory Management,1,0%
Amazon,Industry Knowledge,Inventory Management,1,1%
Facebook,Industry Knowledge,Investment Banking,3,1%
Facebook,other skills,Investment Valuation,1,0%
Microsoft,Industry Knowledge,Investments,1,0%
Amazon,Industry Knowledge,Investments,1,1%
Facebook,Industry Knowledge,Investments,2,1%
Microsoft,other skills,Ion Channels,1,0%
Google,Industry Knowledge,iOS development,1,1%
Microsoft,Industry Knowledge,iOS development,2,1%
Facebook,other skills,iOS development,1,0%
Microsoft,Industry Knowledge,IP,1,0%
Google,other skills,IP,1,1%
Microsoft,other skills,iPad,1,0%
Amazon,other skills,IR spectroscopy,1,1%
Facebook,other skills,Island Pacific,1,0%
Microsoft,Industry Knowledge,ISO 9001,1,0%
Microsoft,other skills,IT Business Strategy,1,0%
Microsoft,other skills,IT Consulting,1,0%
Facebook,other skills,IT Financial Management,1,0%
Microsoft,other skills,IT Financial Management,1,0%
Microsoft,other skills,IT Infrastructure Management,1,0%
Microsoft,Industry Knowledge,IT Management,3,1%
Microsoft,Industry Knowledge,IT Operations,1,0%
Amazon,Industry Knowledge,IT Service Management,1,1%
Google,Industry Knowledge,IT Service Management,1,1%
Microsoft,Industry Knowledge,IT Service Management,2,1%
Facebook,other skills,IT Service Management,1,0%
Amazon,Industry Knowledge,IT Strategy,1,1%
Facebook,Industry Knowledge,IT Strategy,2,1%
Google,Industry Knowledge,IT Strategy,1,1%
Microsoft,Industry Knowledge,IT Strategy,7,2%
Facebook,other skills,IT Transformation,1,0%
Amazon,Industry Knowledge,ITIL,1,1%
Microsoft,Industry Knowledge,ITIL,3,1%
Facebook,other skills,iWork,1,0%
Facebook,other skills,J2EE Application Development,1,0%
Microsoft,other skills,J2EE Web Services,1,0%
Amazon,other skills,J2EE Web Services,1,1%
Google,other skills,Japanese,1,1%
Facebook,Language,Java,76,22%
Google,Language,Java,37,26%
Amazon,Language,Java,49,28%
Apple,Language,Java,60,31%
Microsoft,Language,Java,105,32%
Apple,Tools and Technologies,JavaScript,11,6%
Google,Tools and Technologies,JavaScript,12,9%
Amazon,Tools and Technologies,JavaScript,18,10%
Facebook,Tools and Technologies,JavaScript,35,10%
Microsoft,Tools and Technologies,JavaScript,37,11%
Google,Tools and Technologies,JBoss Application Server,1,1%
Facebook,Tools and Technologies,JDBC,1,0%
Facebook,Tools and Technologies,JIRA,1,0%
Microsoft,Tools and Technologies,JIRA,1,0%
Amazon,Tools and Technologies,JIRA,2,1%
Google,Tools and Technologies,JIRA,1,1%
Microsoft,other skills,JMP,1,0%
Facebook,other skills,JMP,3,1%
Amazon,other skills,JMP,4,2%
Facebook,Tools and Technologies,JMS,1,0%
Google,Tools and Technologies,JMS,1,1%
Facebook,other skills,Job Scheduling,1,0%
Microsoft,other skills,Job Scheduling,1,0%
Facebook,Industry Knowledge,Journalism,2,1%
Google,Tools and Technologies,JPA,1,1%
Facebook,Tools and Technologies,jQuery,3,1%
Microsoft,Tools and Technologies,jQuery,5,2%
Facebook,Tools and Technologies,JSON,1,0%
Amazon,Tools and Technologies,JSON,1,1%
Google,Tools and Technologies,JSON,1,1%
Facebook,Tools and Technologies,JSP,2,1%
Microsoft,Tools and Technologies,JSP,3,1%
Facebook,Tools and Technologies,Julia,3,1%
Google,Tools and Technologies,Julia,2,1%
Facebook,Tools and Technologies,JUnit,1,0%
Amazon,Tools and Technologies,JUnit,1,1%
Google,Tools and Technologies,JUnit,1,1%
Microsoft,Tools and Technologies,JUnit,2,1%
Facebook,Tools and Technologies,Jupyter,1,0%
Amazon,Tools and Technologies,Jupyter Notebook,1,1%
Microsoft,Industry Knowledge,Kaizen,1,0%
Microsoft,Industry Knowledge,Kanban,1,0%
Amazon,Tools and Technologies,Keras,1,1%
Microsoft,Tools and Technologies,Keras,2,1%
Amazon,other skills,Kettle,1,1%
Microsoft,Industry Knowledge,Key Performance Indicators,1,0%
Facebook,Tools and Technologies,Keynote,1,0%
Facebook,other skills,Keyword Research,1,0%
Microsoft,other skills,KiCAD,1,0%
Microsoft,other skills,Kinect,1,0%
Amazon,other skills,Kinesiology,1,1%
Microsoft,other skills,Knime,1,0%
Amazon,other skills,Knime,2,1%
Facebook,other skills,KNN,1,0%
Microsoft,other skills,knowing ubuntu,1,0%
Microsoft,other skills,Knowledge Graph,1,0%
Google,Industry Knowledge,Knowledge Management,1,1%
Microsoft,Industry Knowledge,Knowledge Management,2,1%
Facebook,other skills,Knowledge Management,1,0%
Amazon,interpersonal skills,Labor Relations,1,1%
Amazon,Industry Knowledge,Laboratory,1,1%
Facebook,Industry Knowledge,Laboratory,2,1%
Google,Industry Knowledge,Laboratory,1,1%
Facebook,Tools and Technologies,Labview,2,1%
Microsoft,Tools and Technologies,LabVIEW,2,1%
Microsoft,Tools and Technologies,Labview,3,1%
Apple,Tools and Technologies,Labview,6,3%
Microsoft,Industry Knowledge,Land Use Planning,1,0%
Microsoft,other skills,Language Technology,1,0%
Facebook,other skills,Large Scale Systems,1,0%
Microsoft,Industry Knowledge,Large-scale Data Analysis,1,0%
Google,other skills,Large-scale Data Analysis,1,1%
Microsoft,other skills,Laser Cutting,1,0%
Microsoft,other skills,Laser Physics,1,0%
Google,other skills,Lasso,1,1%
Amazon,other skills,Latent Class Analysis,1,1%
Facebook,Tools and Technologies,LaTeX,49,14%
Amazon,Tools and Technologies,LaTeX,30,17%
Microsoft,Tools and Technologies,LaTeX,69,21%
Google,Tools and Technologies,LaTeX,38,27%
Apple,Tools and Technologies,LaTeX,48,24%
Microsoft,other skills,Latin America,1,0%
Facebook,interpersonal skills,Lead Generation,1,0%
Microsoft,interpersonal skills,Lead Generation,1,0%
Google,other skills,Lead Generation,1,1%
Apple,Interpersonal Skills,Leadership,15,8%
Google,interpersonal skills,Leadership,12,9%
Facebook,interpersonal skills,Leadership,35,10%
Microsoft,interpersonal skills,Leadership,32,10%
Amazon,interpersonal skills,Leadership,29,17%
Facebook,interpersonal skills,Leadership Development,1,0%
Microsoft,other skills,Leading Development Teams,1,0%
Facebook,other skills,Leaflet,1,0%
Facebook,Industry Knowledge,Lean Management,1,0%
Microsoft,Industry Knowledge,Lean Management,1,0%
Microsoft,Industry Knowledge,Lean Manufacturing,3,1%
Amazon,Industry Knowledge,Learning Management,1,1%
Amazon,interpersonal skills,Lecturing,1,1%
Microsoft,interpersonal skills,Lecturing,2,1%
Google,other skills,LEED,1,1%
Google,other skills,LEED AP,1,1%
Microsoft,other skills,Legacy System Migration Workbench,1,0%
Facebook,Industry Knowledge,Legal Advice,1,0%
Facebook,Industry Knowledge,Legal Research,1,0%
Facebook,Industry Knowledge,Legal Writing,1,0%
Google,other skills,Liderazgo de equipos,1,1%
Google,other skills,Liderazgo de equipos multidisciplinarios,1,1%
Amazon,Industry Knowledge,Life Sciences,1,1%
Facebook,Industry Knowledge,Life Sciences,2,1%
Google,Industry Knowledge,Life Sciences,1,1%
Microsoft,Industry Knowledge,Life Sciences,5,2%
Amazon,other skills,Lifeguarding,1,1%
Microsoft,other skills,Lifetime Value,1,0%
Facebook,Tools and Technologies,Lightroom,1,0%
Microsoft,Tools and Technologies,Lightroom,1,0%
Microsoft,other skills,Linear Algebra,1,0%
Amazon,other skills,Linear Algebra,1,1%
Facebook,other skills,Linear Algebra,2,1%
Facebook,other skills,linear models,1,0%
Facebook,other skills,Linear Models,2,1%
Facebook,other skills,Linear Optimization,1,0%
Facebook,other skills,Linear Programming,3,1%
Microsoft,other skills,Linear Programming,3,1%
Amazon,other skills,Linear Programming,3,2%
Facebook,other skills,Linear Regression,4,1%
Apple,Other Skills,Linear Regression,5,3%
Google,other skills,Linear Regression,4,3%
Microsoft,other skills,Linear Regression,13,4%
Amazon,other skills,Linear Regression,10,6%
Google,other skills,Linear/Nonlinear Time Series,1,1%
Facebook,other skills,Linear/Nonlinear/Dynamic/Integer Programming,1,0%
Facebook,Industry Knowledge,Linguistics,1,0%
Facebook,other skills,Link Analysis,1,0%
Facebook,other skills,Link Building,1,0%
Facebook,Tools and Technologies,LINQ,1,0%
Microsoft,Tools and Technologies,LINQ,1,0%
Facebook,Tools and Technologies,Linux,34,10%
Amazon,Tools and Technologies,Linux,19,11%
Google,Tools and Technologies,Linux,19,13%
Microsoft,Tools and Technologies,Linux,52,16%
Apple,Tools and Technologies,Linux,32,16%
Microsoft,Industry Knowledge,Linux System Administration,1,0%
Microsoft,other skills,Lipid,1,0%
Microsoft,other skills,Liposomes,1,0%
Microsoft,Industry Knowledge,Literature Reviews,1,0%
Facebook,Industry Knowledge,Literature Reviews,3,1%
Google,Industry Knowledge,Literature Reviews,2,1%
Microsoft,other skills,Live Meeting,1,0%
Facebook,Industry Knowledge,Load (ETL),1,0%
Amazon,Industry Knowledge,Load (ETL),2,1%
Microsoft,Industry Knowledge,Load (ETL),2,1%
Google,other skills,Load Balancing,1,1%
Microsoft,Industry Knowledge,Local Government,1,0%
Microsoft,other skills,Local Search,1,0%
Microsoft,other skills,Location Based Services,1,0%
Microsoft,other skills,Locations,1,0%
Google,other skills,Log Analysis,1,1%
Amazon,other skills,Logistic Regression,1,1%
Facebook,other skills,Logistic Regression,11,3%
Google,other skills,Logistic Regression,4,3%
Apple,Other Skills,Logistic Regression,10,5%
Microsoft,other skills,Logistic Regression,18,5%
Amazon,other skills,Logistic Regression,11,6%
Amazon,Industry Knowledge,Logistics,2,1%
Facebook,Industry Knowledge,Logistics,2,1%
Google,Industry Knowledge,Logistics,1,1%
Microsoft,Industry Knowledge,Logistics,2,1%
Microsoft,Industry Knowledge,Logistics Management,1,0%
Facebook,other skills,Logistics modelling,1,0%
Facebook,other skills,Logistics regression,1,0%
Facebook,other skills,Looker,1,0%
Facebook,other skills,Love Of Learning,1,0%
Facebook,other skills,Loving Life,1,0%
Facebook,other skills,Loyalty Programs,1,0%
Facebook,Tools and Technologies,LTE,1,0%
Microsoft,Tools and Technologies,LTE,1,0%
