Company,Area,Skill,Count,% of Profiles
Microsoft,Tools and Technologies,T-SQL,3,1%
Facebook,Tools and Technologies,T-SQL,6,2%
Microsoft,other skills,T-SQL Stored Procedures,1,0%
Microsoft,other skills,Turbo Pascal,1,0%
Google,other skills,Turkish,1,1%
Facebook,interpersonal skills,Tutoring,1,0%
Google,interpersonal skills,Tutoring,1,1%
Microsoft,interpersonal skills,Tutoring,3,1%
Facebook,other skills,Twisted,1,0%
Facebook,other skills,Twitter Storm,1,0%
Amazon,other skills,Two-photon Microscopy,1,1%
Microsoft,other skills,Ubiquitous Computing,1,0%
Amazon,Tools and Technologies,Ubuntu,4,2%
Facebook,other skills,UHV,1,0%
Facebook,other skills,Ultimate Frisbee,1,0%
Amazon,other skills,Ultrafast Spectroscopy,1,1%
Facebook,Tools and Technologies,UML,3,1%
Google,Tools and Technologies,UML,1,1%
Microsoft,Tools and Technologies,UML,5,2%
Microsoft,Industry Knowledge,UMTS,1,0%
Amazon,Industry Knowledge,Underwriting,1,1%
Microsoft,Industry Knowledge,Unified Communications,1,0%
Facebook,Tools and Technologies,Unified Modeling Language (UML),1,0%
Microsoft,Tools and Technologies,Unified Modeling Language (UML),2,1%
Microsoft,Tools and Technologies,Unigraphics,1,0%
Amazon,Industry Knowledge,Unit Testing,1,1%
Google,Industry Knowledge,Unit Testing,1,1%
Facebook,other skills,Unit Testing,1,0%
Facebook,other skills,Unity,1,0%
Microsoft,Tools and Technologies,Unity3D,1,0%
Amazon,Tools and Technologies,Unity3D,1,1%
Google,Tools and Technologies,Unity3D,1,1%
Facebook,interpersonal skills,University Teaching,5,1%
Google,interpersonal skills,University Teaching,2,1%
Amazon,interpersonal skills,University Teaching,3,2%
Microsoft,interpersonal skills,University Teaching,5,2%
Microsoft,Tools and Technologies,UNIX,1,0%
Google,Tools and Technologies,Unix,4,3%
Facebook,Tools and Technologies,Unix,15,4%
Amazon,Tools and Technologies,Unix,9,5%
Microsoft,Tools and Technologies,Unix,18,5%
Apple,Tools and Technologies,Unix,14,7%
Facebook,other skills,Unix Shell Scripting,1,0%
Microsoft,other skills,Unix Shell Scripting,3,1%
Amazon,other skills,Unix Shell Scripting,3,2%
Microsoft,Tools and Technologies,Unix/Linux,1,0%
Google,Tools and Technologies,Unix/Linux,1,1%
Microsoft,other skills,Unstructured Data,1,0%
Microsoft,other skills,Unstructured data analysis,1,0%
Facebook,other skills,Unsupervised Learning,1,0%
Amazon,other skills,Unsupervised Learning,1,1%
Microsoft,other skills,Unsupervised Learning,2,1%
Microsoft,other skills,Urban Computing,1,0%
Google,Industry Knowledge,Urban Design,1,1%
Facebook,other skills,Urban Design,1,0%
Facebook,Industry Knowledge,Urban Planning,2,1%
Google,Industry Knowledge,Urban Planning,1,1%
Amazon,other skills,Urban Planning,1,1%
Facebook,Industry Knowledge,Usability,1,0%
Microsoft,Industry Knowledge,Usability,1,0%
Microsoft,other skills,Usability Engineering,1,0%
Amazon,Industry Knowledge,Usability Testing,1,1%
Facebook,Industry Knowledge,Usability Testing,2,1%
Microsoft,Industry Knowledge,Usability Testing,2,1%
Microsoft,Industry Knowledge,User Acceptance Testing,1,0%
Amazon,Industry Knowledge,User Experience,1,1%
Google,Industry Knowledge,User Experience,1,1%
Microsoft,Industry Knowledge,User Experience,3,1%
Facebook,Industry Knowledge,User Experience,7,2%
Google,other skills,User Friendly,1,1%
Amazon,Industry Knowledge,User Interface,1,1%
Microsoft,Industry Knowledge,User Interface,2,1%
Facebook,Industry Knowledge,User Interface Design,2,1%
Google,Industry Knowledge,User Interface Design,1,1%
Microsoft,Industry Knowledge,User Interface Design,2,1%
Microsoft,other skills,User Research,1,0%
Facebook,other skills,User Scenarios,1,0%
Facebook,other skills,User Stories,1,0%
Facebook,Industry Knowledge,User-centered Design,1,0%
Microsoft,Industry Knowledge,User-centered Design,1,0%
Amazon,Industry Knowledge,User-centered Design,1,1%
Microsoft,other skills,UserZoom,1,0%
Microsoft,other skills,Vacuum,1,0%
Facebook,other skills,Vacuum Chambers,1,0%
Microsoft,other skills,Valgrind,1,0%
Microsoft,Industry Knowledge,Valuation,1,0%
Amazon,Industry Knowledge,Valuation,2,1%
Google,Industry Knowledge,Valuation,2,1%
Facebook,Industry Knowledge,Valuation,8,2%
Facebook,Industry Knowledge,Value Stream Mapping,1,0%
Microsoft,Industry Knowledge,Value Stream Mapping,1,0%
Microsoft,Industry Knowledge,Variance Analysis,1,0%
Amazon,Tools and Technologies,VB.NET,2,1%
Apple,Tools and Technologies,VBA,7,4%
Microsoft,Tools and Technologies,VBA,11,3%
Google,Tools and Technologies,VBA,6,4%
Facebook,Tools and Technologies,VBA,23,7%
Amazon,Tools and Technologies,VBA,20,11%
Facebook,other skills,VBC,1,0%
Microsoft,Tools and Technologies,VBScript,1,0%
Amazon,Industry Knowledge,Vendor Management,1,1%
Facebook,Industry Knowledge,Vendor Management,4,1%
Google,Industry Knowledge,Vendor Management,2,1%
Microsoft,Industry Knowledge,Vendor Management,6,2%
Facebook,Industry Knowledge,Venture Capital,1,0%
Microsoft,Industry Knowledge,Venture Capital,1,0%
Facebook,other skills,Verification,1,0%
Facebook,Tools and Technologies,Verilog,1,0%
Microsoft,Tools and Technologies,Verilog,2,1%
Amazon,Tools and Technologies,Verilog,4,2%
Microsoft,other skills,Verity,1,0%
Microsoft,other skills,Version Control,1,0%
Facebook,other skills,Vertica,4,1%
Facebook,Tools and Technologies,VHDL,1,0%
Amazon,Tools and Technologies,VHDL,2,1%
Microsoft,Tools and Technologies,VHDL,2,1%
Facebook,Industry Knowledge,Video Games,1,0%
Microsoft,other skills,Vim,1,0%
Amazon,other skills,Vim,1,1%
Microsoft,other skills,VirtualBox,1,0%
Microsoft,Industry Knowledge,Virtualization,1,0%
Facebook,Tools and Technologies,Visio,4,1%
Google,Tools and Technologies,Visio,2,1%
Amazon,Tools and Technologies,Visio,5,3%
Microsoft,Tools and Technologies,Visio,9,3%
Microsoft,Tools and Technologies,Visual Basic,1,0%
Facebook,Tools and Technologies,Visual Basic,3,1%
Amazon,Tools and Technologies,Visual Basic,3,2%
Google,Tools and Technologies,Visual Basic,3,2%
Amazon,Tools and Technologies,Visual Basic .NET (VB.NET),1,1%
Facebook,Tools and Technologies,Visual Basic for Applications (VBA),1,0%
Google,Tools and Technologies,Visual Basic for Applications (VBA),1,1%
Microsoft,Tools and Technologies,Visual Basic for Applications (VBA),4,1%
Amazon,Tools and Technologies,Visual Basic for Applications (VBA),5,3%
Amazon,Tools and Technologies,Visual C#,1,1%
Facebook,Tools and Technologies,Visual C++,1,0%
Amazon,Tools and Technologies,Visual C++,3,2%
Facebook,Tools and Technologies,Visual Studio,5,1%
Microsoft,Tools and Technologies,Visual Studio,16,5%
Facebook,other skills,Visualization,1,0%
Microsoft,other skills,Visualization,1,0%
Facebook,Industry Knowledge,VLSI,1,0%
Microsoft,Industry Knowledge,VLSI,1,0%
Google,Industry Knowledge,Voice over IP (VoIP),1,1%
Microsoft,Industry Knowledge,Voice over IP (VoIP),2,1%
Google,Industry Knowledge,VoIP,1,1%
Facebook,other skills,VoIP,2,1%
Facebook,other skills,Volatility,1,0%
Microsoft,other skills,Volume and surface rendering,1,0%
Amazon,interpersonal skills,Volunteer Management,1,1%
Amazon,Industry Knowledge,Volunteering,1,1%
Facebook,other skills,VSS,1,0%
Microsoft,Industry Knowledge,Vulnerability Assessment,1,0%
Facebook,Tools and Technologies,Warehouse Management,1,0%
Amazon,Tools and Technologies,Warehouse Management,1,1%
Facebook,Industry Knowledge,Water Quality,1,0%
Microsoft,Industry Knowledge,Water Quality,1,0%
Microsoft,Tools and Technologies,WCF,4,1%
Facebook,Tools and Technologies,Web 2.0,1,0%
Amazon,Industry Knowledge,Web Analytics,2,1%
Facebook,Industry Knowledge,Web Analytics,8,2%
Microsoft,Industry Knowledge,Web Analytics,8,2%
Google,Industry Knowledge,Web Analytics,4,3%
Facebook,other skills,Web Analytics Implementation,1,0%
Google,other skills,Web Application Design,1,1%
Amazon,Industry Knowledge,Web Applications,1,1%
Facebook,Industry Knowledge,Web Applications,4,1%
Google,Industry Knowledge,Web Applications,2,1%
Microsoft,Industry Knowledge,Web Applications,6,2%
Google,other skills,Web Crawling,1,1%
Amazon,Industry Knowledge,Web Design,2,1%
Facebook,Industry Knowledge,Web Design,3,1%
Google,Industry Knowledge,Web Design,2,1%
Microsoft,Industry Knowledge,web development,1,0%
Facebook,Industry Knowledge,Web Development,12,3%
Google,Industry Knowledge,Web Development,4,3%
Microsoft,Industry Knowledge,Web Development,9,3%
Amazon,Industry Knowledge,Web Development,7,4%
Amazon,Tools and Technologies,Web GIS,1,1%
Amazon,other skills,Web Marketing,1,1%
Facebook,other skills,Web Mining,1,0%
Microsoft,other skills,Web Mining,1,0%
Google,other skills,Web Mining,1,1%
Microsoft,other skills,Web Scraping,1,0%
Amazon,other skills,Web Scraping,1,1%
Facebook,other skills,Web Scraping,5,1%
Google,other skills,Web Scraping,2,1%
Amazon,Industry Knowledge,Web Services,2,1%
Facebook,Industry Knowledge,Web Services,6,2%
Google,Industry Knowledge,Web Services,4,3%
Microsoft,Industry Knowledge,Web Services,15,5%
Microsoft,other skills,Webinars,1,0%
Facebook,other skills,Website Development,1,0%
Google,other skills,Website Development,1,1%
Facebook,Tools and Technologies,Websphere,1,0%
Google,other skills,WebTrends Analytics,1,1%
Amazon,other skills,Weka,2,1%
Facebook,other skills,Weka,2,1%
Microsoft,other skills,Weka,2,1%
Facebook,Industry Knowledge,Western Blotting,1,0%
Microsoft,Industry Knowledge,Western Blotting,1,0%
Google,other skills,White Hat Data Science,1,1%
Facebook,Industry Knowledge,WiFi,1,0%
Google,Industry Knowledge,WiFi,1,1%
Facebook,Tools and Technologies,WiMAX,1,0%
Microsoft,other skills,Win32 API,1,0%
Google,other skills,WinBUGS,2,1%
Facebook,other skills,Wind Tunnel Testing,1,0%
Google,Tools and Technologies,Windows,1,1%
Amazon,Tools and Technologies,Windows,3,2%
Facebook,Tools and Technologies,Windows,8,2%
Microsoft,Tools and Technologies,Windows,9,3%
Facebook,Tools and Technologies,Windows Azure,1,0%
Microsoft,Tools and Technologies,Windows Azure,5,2%
Facebook,Tools and Technologies,Windows Server,1,0%
Microsoft,Tools and Technologies,Windows Server,1,0%
Microsoft,other skills,Windows/Linux/Unix,1,0%
Microsoft,Industry Knowledge,Wireframing,1,0%
Facebook,Industry Knowledge,Wireless,2,1%
Microsoft,Industry Knowledge,Wireless,2,1%
Google,other skills,Wireless,1,1%
Google,other skills,Wireless Communications Systems,1,1%
Facebook,Industry Knowledge,Wireless Networking,1,0%
Google,Industry Knowledge,Wireless Networking,1,1%
Facebook,Industry Knowledge,Wireless Technologies,1,0%
Google,Industry Knowledge,Wireless Technologies,1,1%
Microsoft,Tools and Technologies,Word,1,0%
Facebook,Tools and Technologies,WordPress,1,0%
Amazon,Tools and Technologies,WordPress,1,1%
Google,Tools and Technologies,WordPress,1,1%
Facebook,other skills,workforce an,1,0%
Facebook,Industry Knowledge,Workforce Planning,1,0%
Microsoft,Tools and Technologies,WPF,1,0%
Microsoft,Industry Knowledge,Writing,1,0%
Amazon,Industry Knowledge,Writing,1,1%
Facebook,Industry Knowledge,Writing,6,2%
Facebook,other skills,Written & Oral Presentation Skills,2,1%
Microsoft,other skills,XACML,1,0%
Microsoft,other skills,Xbox One,1,0%
Facebook,other skills,XL Miner,1,0%
Amazon,Tools and Technologies,XML,4,2%
Facebook,Tools and Technologies,XML,6,2%
Google,Tools and Technologies,XML,3,2%
Microsoft,Tools and Technologies,XML,18,5%
Apple,Tools and Technologies,XML,5,3%
Facebook,other skills,Xpress,1,0%
Microsoft,other skills,X-ray crystallography,1,0%
Facebook,other skills,X-ray spectroscopy,1,0%
Google,Tools and Technologies,XSLT,1,1%
Microsoft,Industry Knowledge,Yield Management,1,0%
Facebook,Industry Knowledge,Yoga,1,0%
Google,Tools and Technologies,YouTube,1,1%
